FoodID	Chapter	Food Name	Alcohol	Alpha-carotene	Alpha-tocopherol	Ash	Available carbohydrate by difference	"Available carbohydrate, FSANZ"	Available carbohydrates by weight	Available carbohydrates in monosaccharide equivalent	Beta-carotene	Beta-carotene equivalents	Beta-tocopherol	Caffeine	Calcium	"Carbohydrate by difference, FSANZ"	Cholesterol	Copper	Delta-tocopherol	Dietary folate equivalents	Dry matter	Edible portion	"Energy, total metabolisable (kcal)"	"Energy, total metabolisable (kcal, including dietary fibre)"	"Energy, total metabolisable (kJ)"	"Energy, total metabolisable (kJ, including dietary fibre)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kcal)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kJ)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kcal)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kJ)"	"Fat, total"	Fatty acid 18:3 omega-3	Fatty acid 20:5 omega-3	Fatty acid 22:5 omega-3	Fatty acid 22:6 omega-3	"Fatty acid cis, trans 18:2 omega-9, 11"	"Fatty acid cis,cis 18:2 omega-6"	"Fatty acids, total long chain polyunsaturated omega-3"	"Fatty acids, total monounsaturated"	"Fatty acids, total polyunsaturated"	"Fatty acids, total polyunsaturated omega-3"	"Fatty acids, total polyunsaturated omega-6"	"Fatty acids, total saturated"	"Fatty acids, total trans"	"Fibre, total dietary"	"Fibre, water-insoluble"	"Fibre, water-soluble"	"Folate food, naturally occurring food folates"	"Folate, total"	"Folic acid, synthetic folic acid"	Fructose	Gamma-tocopherol	Glucose	Iodide	Iron	Lactose	Magnesium	Maltose	Manganese	Niacin equivalents from tryptophan	"Niacin equivalents, total"	"Niacin, preformed"	"Nitrogen, total"	Phosphorus	Potassium	"Protein, total; calculated from total nitrogen"	Retinol	Riboflavin	Selenium	Sodium	"Starch, total"	Sucrose	"Sugars, total"	Thiamin	Total carbohydrate by difference	Total carbohydrates by summation	Tryptophan	"Vitamin A, retinol equivalents"	Vitamin B12	Vitamin B6	Vitamin C	Vitamin D; calculated by summation	"Vitamin E, alpha-tocopherol equivalents"	Water	Zinc	
FoodID	Chapter	Food Name	g/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	mg/100g	?g/100g	g/100g	%	kcal/100g	kcal/100g	kJ/100g	kJ/100g	kcal/100g	kJ/100g	kcal/100g	kJ/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	?g/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	g/100g	?g/100g	mg/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	mg/100g	g/100g	g/100g	mg/100g	?g/100g	?g/100g	mg/100g	mg/100g	?g/100g	mg/100g	g/100g	mg/100g	
R333	R	Kedgeree	0	0	1.89	2.82	10.11	8.84	8.84	9.7	12.77	12.77		0	24.06	10.11	109.23	0.15	0	22.65	33.66	100	150.54	151.01	631.48	633.38	151.53	633.38	156.69	654.97	6.64	0.207			0.001		1.32	0.001	2.195	1.087	0.208	1.332	1.551		0.24	0	0.24	22.65	22.65	0	0.01	0.08	0.19	19.69	0.63	0.05	17.12	0.01	256.31	2.83	3.7	0.87	2.22	139.09	203.26	13.85	108.44	0.15	17.8	869.28	8.57	0.01	0.27	0.06	10.35	9.08	166.3	110.57	1.66	0.18	0	1.41	2.19	66.34	0.9	
R335	R	Marzipan	0			1.43	48.55	48.11	48.11	50.57		4.4		0	117.44	48.55	26.38	0.07		31.53	89.98	100	464.77	472.75	1943.22	1975.11	472.51	1975.11	474.28	1982.48	25.65	0.001			0		4.617	0	17.413	4.744	0.002	4.62	2.129	0.003	3.99	0	3.99	31.53	31.53	0	0.03		0.03	3.92	2.14	0.02	118.87	0	1076.34	1.76	2.66	0.91	1.97	211.81	402.8	10.36	14.82	0.45	2.58	13.32	1.13	46.9	46.99	0.11	52.53	52.1	103.36	15.55	0.1	0.05	1.78	0.1	11.96	10.02	1.49	
R393	R	"Pavlova, not filled"	0	0	0	0.22	65.81	65.89	65.89	69.27	0	0		0	3.48	65.82	0.14	0.01	0	3.89	69.23	100	276.58	276.62	1175.39	1175.54	281.23	1175.54	280.93	1174.28	0.06								0.003	0			0.002		0.02	0	0.02	3.89	3.89	0	0	0	0.11	1.06	0.23	0	5.08	0	16.96	0.72	0.73	0.01	0.49	5.03	45.11	3.12	0	0.13	2.77	53.89	1.78	63.99	64.11	0	65.83	65.91	42.6	0	0	0	0	0	0	30.77	0.04	
R54	R	"Loaf, All-Bran"	0	0		1.7	53.96	53.82	53.82	56.11	14.11	14.11		0	68.61	53.96	3	0.3		16.61	69.15	100	250.72	264.7	1063.17	1119.12	267.73	1119.12	268.3	1121.51	1.89	0.005	0	0			0.012	0.001	0.339	0.529	0.006	0.017	0.729		6.99	0	6.99	16.61	16.61	0	10.69		10.11	2.3	2	1.24	62.91	0.59	1734.71	0.79	3.09	2.31	0.75	176.22	388.49	4.6	7.64	0.16	2.58	149.73	12.93	18.26	40.89	0.14	60.95	60.81	29.83	10	0.04	0.18	0.05	0.13	0.79	30.85	0.99	
R5402	R	"Pastry, short, butter, raw"	0	0		1.01	46.89	46.29	46.29	50.89	165.28	165.28		0	21.51	46.89	59.95	0.11		11.26	80.11	100	429.83	433.27	1796.08	1809.84	432.98	1809.84	435.42	1820.06	24.55	0.18	0.023	0.023			0.54	0.068	5.855	1.195	0.248	0.623	15.492		1.72	0	1.72	11.26	11.26	0	0		0	1.41	1.29	0.13	13.89	0.13	703.45	1.13	1.56	0.43	1.04	81.69	109.39	5.94	235.53	0.03	2.32	278.81	45.84	0.19	0.45	0.12	48.61	48.01	66.62	263.13	0.2	0.04	0.01	1.51	0.99	19.89	0.54	
R5403	R	"Pastry, flaky, butter, raw"	0	0		0.94	35.81	35.3	35.3	38.81	201.37	201.37		0	19.32	35.81	73.03	0.08		8.57	72.22	100	425.69	428.31	1772.2	1782.68	426.48	1782.68	428.54	1791.29	29.57	0.219	0.027	0.027			0.658	0.082	7.105	1.307	0.302	0.759	18.829		1.31	0	1.31	8.57	8.57	0	0		0	1.39	0.99	0.16	10.84	0.1	536.67	0.89	1.21	0.33	0.8	64.59	86.67	4.58	286.95	0.03	1.9	284.85	34.91	0.15	0.4	0.09	37.12	36.61	52.29	320.58	0.24	0.03	0.02	1.83	1.06	27.78	0.42	
R5404	R	"Pastry, cheese, raw"	0	0	0.44	2.12	37.27	36.31	36.31	39.9	163.13	163.13		0	215.49	37.27	38.01	0.09	0	12.7	73.88	100	392.88	395.57	1640.98	1651.75	395.16	1651.75	399.05	1668.03	23.01	0.162	0.014	0.014		0.082	0.434	0.042	5.101	1.148	0.204	0.604	14.516		1.35	0	1.35	12.7	12.7	0	0.01	0	0.01	3.92	1.01	0.58	17.75	0.1	548.31	2.22	2.59	0.37	1.67	252.77	117.2	10.13	220.8	0.16	3.8	461.42	35.46	0.16	0.85	0.11	38.62	37.66	130.66	248.05	0.34	0.07	0.12	1.04	0.73	26.12	1.17	
R5405	R	"Pastry, short, wholemeal, butter, raw"	0	0	1	2.06	38.28	37.42	37.42	41.12	177.48	177.48		0	41.54	38.28	63.26	0.24	0	24.66	80.84	100	415.13	428.77	1731.61	1786.16	427.31	1786.16	430.83	1800.85	26.15	0.19	0.024	0.024			0.57	0.071	6.224	1.387	0.261	0.657	16.391		6.82	0	6.82	24.66	24.66	0	0	0.73	0	1.43	2.51	0.13	50.54	0	2378.51	1.38	2.52	1.14	1.29	276.61	233.51	7.53	248.56	0.05	3.34	393.38	36.7	0.58	0.71	0.17	45.1	44.24	81	278.2	0.21	0.07	0.02	1.59	1	19.16	1.9	
R5406	R	"Pastry, short, shortening, raw"	0	0		1.31	34.1	33.75	33.75	37.11	0	0		0	25.04	34.1	0	0.08		8.14	72.82	100	439.22	441.71	1826.81	1836.76	439.42	1836.76	440.85	1842.74	31.91	0	0	0	0	0	0.06	0	0.316	0.295	0	0.06	29.589		1.24	0	1.24	8.14	8.14	0	0		0	0.69	0.92	0	9.91	0.09	509.11	0.79	1.1	0.31	0.75	151.4	75.31	4.26	0	0.01	1.47	307.87	33.52	0.14	0.23	0.09	35.35	34.99	46.41	0	0	0.03	0	0	0.24	27.18	0.38	
R5407	R	"Pastry, short, butter, baked"	0	0		1.04	48.21	47.59	47.59	52.33	152.96	152.96		0	22.12	48.21	61.64	0.11		8.1	82.37	100	441.96	445.5	1846.77	1860.93	445.2	1860.93	447.71	1871.44	25.24	0.185	0.023	0.023			0.555	0.069	6.021	1.228	0.255	0.64	15.929		1.77	0	1.77	8.1	8.1	0	0		0	1.38	1.33	0.13	14.29	0.13	723.31	1.05	1.44	0.4	1.07	84	112.47	6.11	217.96	0.03	2.38	286.68	47.13	0.2	0.46	0.1	49.98	49.36	68.5	243.5	0.2	0.04	0.01	1.55	1.02	17.63	0.56	
R5413	R	"Pastry, flaky, puff, butter, raw"	0	0	0.92	0.97	32.97	32.47	32.47	35.7	231.28	231.28		0	19.43	32.97	83.88	0.08	0	7.88	73.22	100	451.4	453.81	1876.15	1885.78	451.14	1885.78	453.16	1894.2	33.84	0.252	0.031	0.031			0.756	0.094	8.149	1.445	0.346	0.871	21.608		1.2	0	1.2	7.88	7.88	0	0	0	0	1.46	0.91	0.18	10.09	0.09	493.73	0.83	1.13	0.3	0.74	60.81	81.56	4.25	329.57	0.03	1.82	306.11	32.07	0.13	0.4	0.09	34.17	33.68	49	368.2	0.28	0.03	0.02	2.11	1.16	26.78	0.39	
R5414	R	"Tart, jam, baked"	0	0	0.37	0.67	53.35	53.42	53.42	56.73	85.77	85.77		0	25.37	53.35	34.19	0.07	0	7.66	73.11	100	354.79	357.5	1490.34	1501.15	359.13	1501.15	358.84	1499.97	14.03	0.101	0.013	0.013			0.303	0.038	3.315	0.67	0.139	0.351	8.76		1.35	0	1.35	7.66	7.66	0	6.38	0	6.85	1.43	0.81	0.46	10.96	0.34	516.86	0.63	0.91	0.28	0.64	56.78	93.35	3.72	119.97	0.04	1.42	162.69	26.14	13.25	27.28	0.06	54.7	54.77	40.8	134.29	0.13	0.03	1.29	0.88	0.56	26.89	0.37	
R5415	R	"Mincemeat, fruit, Christmas"	0	0		1.43	42.87	42.08	42.08	42.83	119.47	119.47		0	66.19	42.87	38.9	0.26		8.46	66.06	100	329.07	334.81	1377.25	1400.2	334.98	1400.2	338.18	1413.61	17.04	0.117	0.015	0.015			0.35	0.044	4.602	0.911	0.161	0.404	10.205		2.87	0	2.87	8.46	8.46	0	14.69		13.05	1.3	0.99	0.09	25.55	0.01	165.83	0.3	0.61	0.31	0.31	47.22	389.41	1.86	152.82	0.06	1.26	150.22	0.73	13.51	41.35	0.07	45.74	44.95	7.11	172.77	0.13	0.09	11.12	0.98	1.56	33.94	0.3	
R5416	R	"Lemon curd, cooked"	0	0		0.52	31.5	29.38	29.38	30.83	110.2	110.2		0	18.86	31.5	121.32	0.06		29.16	52.73	100	287.69	288.05	1200.65	1202.1	287.58	1202.1	296.2	1238.13	17.61	0.124	0.015	0.015	0.001		0.49	0.046	4.653	0.754	0.171	0.554	10.707		0.18	0	0.18	29.16	29.16	0	0.32		0.23	9.3	0.48	0.14	5.79	0.01	11.31	0.76	0.8	0.03	0.46	46.1	81.61	2.91	202.72	0.11	5.14	136.7	0	28.69	29.38	0.02	31.68	29.56	2.28	221.13	0.43	0.03	16.78	1.31	0.85	47.27	0.25	
R5418	R	"Cake, Welsh cheesecake, baked"	0	0	4.25	0.91	47.42	47.12	47.12	50.51	26.98	26.98	0.26	0	29.53	47.42	65.3	0.07	0	23.26	70.97	100	358.27	360.14	1501.89	1509.37	361.09	1509.37	362.33	1514.53	16.59	0.292	0.003	0.003	0.001	0	4.965	0.009	4.807	5.444	0.3	4.981	5.117		0.94	0	0.94	23.26	23.26	0	1.22	0.13	1.34	7.39	0.96	0.35	10.2	0.12	382.57	1.06	1.26	0.21	0.86	106.24	92.1	5.11	57.77	0.1	4.62	208.85	23.16	20.92	23.96	0.06	48.36	48.05	35.15	62.27	0.26	0.03	0.26	4.02	4.53	29.03	0.45	
R5424	R	"Pudding, rice, cocoa & coconut, cooked"	0	0	0.26	0.64	21.11	20.82	20.82	22.31	1.76	1.76	0.01	2.15	6.99	21.11	0	0.13	0	2.86	29.92	100	139.2	141.44	584.69	593.64	142.02	593.64	143.16	598.43	5.54	0.001	0	0	0	0	0.159	0	0.793	0.223	0.001	0.159	4.283		1.12	0.8	0.32	2.86	2.86	0	0	0.02	0	2.66	0.44	0	20.45	0	349.26	0.29	0.49	0.2	0.25	36.19	108.83	1.52	0	0.02	1.03	118.22	8.93	11.89	11.89	0.01	22.22	21.94	17.02	0.29	0	0.07	0	0	0.26	70.08	0.27	
R5425	R	"Tart, treacle, baked"	0	0		1.62	47.33	46.89	46.89	50.32	97.33	97.33		0	59.04	47.33	69.68	0.13		16.65	73.07	100	357.81	361.4	1500.46	1514.82	362.4	1514.82	364.18	1522.25	16.19	0.114	0.014	0.014	0.001		0.387	0.042	4	0.88	0.156	0.442	9.898		1.8	0	1.8	16.65	16.65	0	5.17		5.4	4.68	1.44	0.36	17.45	0.48	449.15	1.14	1.61	0.47	1.05	87.74	208.13	6.14	153.95	0.08	3.34	316.57	32.36	3.13	14.53	0.1	49.12	48.68	57.6	170.21	0.23	0.05	0.88	1.08	0.75	26.93	0.5	
R5427	R	"Pastry, cheese, baked"	0	0		2.27	39.8	38.78	38.78	42.61	156.77	156.77		0	230.09	39.8	40.58	0.09		9.49	78.89	100	419.51	422.39	1752.2	1763.7	421.94	1763.7	426.1	1781.08	24.57	0.173	0.015	0.015		0.087	0.464	0.045	5.447	1.225	0.218	0.645	15.499		1.44	0	1.44	9.49	9.49	0	0.01		0.01	3.98	1.08	0.62	18.95	0.1	585.47	2.14	2.49	0.35	1.78	269.91	125.14	10.81	212.19	0.15	4.05	492.69	37.87	0.17	0.91	0.09	41.24	40.21	139.51	238.37	0.36	0.06	0.11	1.11	0.77	21.11	1.25	
R5428	R	"Custard square, baked"	0	0	0.45	0.87	18.28	17.64	17.64	19.09	92.86	92.86		0	86.82	18.28	58.57	0.02	0	12.64	37.69	100	214.71	215.34	894.72	897.21	214.64	897.21	217.24	908.07	14.25	0.101	0.012	0.012	0		0.328	0.035	3.569	0.589	0.136	0.382	8.917		0.31	0	0.31	12.64	12.64	0	0	0.01	0.01	6.52	0.4	3.03	10.35	0.02	146.43	0.89	1.01	0.13	0.64	87.48	128.52	3.97	139.22	0.22	2.44	144.1	11.37	3.2	6.27	0.03	18.59	17.96	41.7	154.73	0.28	0.02	0.13	1.14	0.51	62.31	0.38	
R5435	R	"Cake, chocolate, baked, iced with butter icing"	0	0		0.9	54.98	54.74	54.74	58.09	93	93		2.44	39.83	54.98	65.94	0.12		12.58	75.48	100	364.3	367.01	1530.2	1541.02	368.67	1541.02	369.65	1545.13	14.47	0.102	0.012	0.012	0.001	0	0.357	0.037	3.667	0.632	0.139	0.407	8.981		1.35	0.88	0.47	12.58	12.58	0	0		0.02	4.94	0.83	0.8	21.18	0.04	323.81	0.78	0.93	0.15	0.63	105.99	128.53	3.78	148.71	0.1	3.25	155.08	12.44	41.43	42.3	0.04	56.33	56.09	32.49	164.24	0.25	0.06	0.05	1.01	0.64	24.52	0.47	
R5441	R	"Quiche, spinach, baked"	0	0		2.09	14.67	14.22	14.22	15.61	1121.62	1121.76		0	151.17	14.67	60.24	0.07		74.51	40.84	100	222.75	225.84	927.74	940.12	224.91	940.12	226.73	947.71	15.15								3.662	0.788			9.204		1.55	0.67	0.87	74.51	74.51	0	0.02		0.04	10.9	2.44	0.4	41.45	0.04	553.84	1.66	1.93	0.27	1.2	132.73	357.58	7.38	147.25	0.24	4.14	290.34	13.65	0.06	0.57	0.04	16.22	15.77	78.98	334.58	0.34	0.1	0.89	0.64	0.52	59.16	0.96	
R5442	R	"Pie, lemon meringue, baked"	0	0		0.43	37.67	36.55	36.55	39.01	40.96	40.96		0	16.38	37.67	72.66	0.06		18.09	49.67	100	229.28	230.34	964.72	968.95	231.81	968.95	236.37	988.04	7.79								2.126	0.426			4.475		0.53	0	0.53	18.09	18.09	0	0.15		0.12	6.54	0.66	0.07	6.73	0.03	174.21	0.68	0.79	0.11	0.54	48.09	69.1	3.25	90.11	0.08	4	92.2	12.89	23.29	23.66	0.03	38.2	37.08	14.65	96.95	0.23	0.02	8.69	0.62	0.52	50.33	0.29	
R5507	R	"Dip, guacamole"	0	8.03	1.74	1.27	1.43	1.4	1.4	1.46	134.34	145.4		0	38.39	1.12	17.57	0.13	0	45.11	40.55	100	312.77	317.8	1287.82	1307.93	312.9	1307.93	311.74	1303.09	33.16								17.106	2.206			8.629		2.51	0	2.51	45.11	45.11	0	0.12	0.02	0.19	2.03	0.5	0.96	19.45	0	113.56	0.36	1.06	0.69	0.34	52.33	332.15	2.17	84.22	0.14	1.22	29.64	0.07	0.06	1.34	0.03	3.94	3.92	21.45	108.5	0.1	0.47	5.72	0.06	1.75	59.45	0.48	
R59	R	"Meringue, baked"	0	0	0	0.32	69.42	69.66	69.66	73.13	0	0		0	3.63	69.49	0.22	0.01	0	6.14	74.7	100	298.85	298.85	1270	1270	303.83	1270	303.16	1267.19	0.07								0	0			0		0	0	0	6.14	6.14	0	0	0	0.17	1.6	0.21	0	6.56	0	7.17	1.14	1.14	0	0.77	5.81	66.05	4.89	0	0.2	4.12	81.07	0	69.48	69.66	0	69.42	69.66	67.09	0	0	0	0	0	0	25.3	0.03	
R62	R	"Omelette, cheese, cooked"	0	0	1.19	3.62	0.84	0.37	0.37	0.39	132.05	132.05		0	320.4	0.84	223.85	0.03	0	54.04	43.03	100	269.23	269.23	1115.85	1115.85	266.95	1115.85	268.85	1123.79	22.69	0.143	0.005	0.005	0.004	0.146	0.596	0.018	5.654	1.151	0.161	0.845	13.022		0	0	0	54.04	54.04	0	0.03	0.03	0.13	24.97	0.93	0.16	16.44	0.03	21.71	3.97	4.01	0.04	2.51	285.52	105.29	15.88	289.25	0.42	15.37	1002.67	0	0.03	0.37	0.05	0.84	0.37	129.15	311.3	0.92	0.05	0	1.22	1.19	56.97	1.65	
R63	R	"Omelette, plain, cooked"	0	0	1.57	3.48	0.8	0.58	0.58	0.6	53.26	53.26		0	45.19	0.8	346.95	0.04	0	77.76	29.6	100	175.56	175.56	728.14	728.14	174.2	728.14	175.1	731.9	14.39	0.075	0.007	0.007	0.006		0.698	0.027	5.012	0.861	0.102	0.759	6.7		0	0	0	77.76	77.76	0	0.04	0.04	0.21	36.71	1.42	0.25	10.34	0.04	20.75	2.63	2.63	0	1.75	159.35	121.98	10.93	259.91	0.38	19.17	1164.35	0	0.04	0.58	0.05	0.8	0.58	1.1	268.8	1.09	0.03	0	1.73	1.57	70.4	0.82	
S1	S	Piccalilli	0			4.2	6.18	5.7	5.7	6.02		23		0	24	6.17	0	0.1		11	13.6	100	33.6	36.4	141.93	153.13	36.63	153.13	38.56	161.2	0.7								0.071	0.326			0.163		1.4			11	11	0	1.2		1.2	2.7	0.9	0	10	0.1	100	0.2	0.4	0.2	0.18	23	55	1.13	0	0.01	1	1200	3.1	0.1	2.6	0.16	7.58	7.1		3.84	0	0.05	0	0	1	86.4	0.2	
S1001	S	"Dip, guacamole, commercial"	0	0	0.54	1.95	7.89	8.88	8.88	9.34	69.5	69.5		0	17.4	7.89	0	0.21	0	12	22.1	100	108.57	114.57	452.42	476.42	113.98	476.42	109.93	459.52	7.2								4.35	1.94			0.541		3			12	12	0	1.2	0.05	1.2	1	0.29	0	8.25	0	101	0.3	1.4	1.1	0.33	23.3	74.2	2.06	0	0.09	1.2	574	2.73	3.75	6.15	0	10.89	11.88		11.61	0	0.15	12	0	0.55	77.9	0.14	
S1002	S	"Dip, salsa, tomato based"	0	0	0.62	2.05	8.55	9.48	9.48	9.81	467.5	467.5		0	19.9	8.55	0	0.1	0	36	14.1	100	46.59	49.79	197.74	210.54	50.37	210.54	46.59	194.75	0.21								0	0			0		1.6			36	36	0	2.75	0.01	2.4	1	0.59	0	16.1	0	138	0.17	0.97	0.8	0.27	28.4	289	1.69	0	0.04	1.3	388	2.43	1.9	7.05	0.05	10.15	11.08		78.07	0	0.63	4.93	0	0.62	85.9	0.22	
S1003	S	"Dip, yoghurt, cucumber"	0		0	2.55	9.89	7.27	7.27	7.58		6.6		0	175	9.89	10.34	0.01		9.5	22.15	100	86.6	87.2	363.08	365.48	87.44	365.48	98.08	409.99	3.97								0.988	0.12			2.48		0.3			9.5	9.5	0	0.6		0.95	9	0	5.25	16.2	0	23	0.8	0.8	0	0.87	148	541	5.44	37	0.19	1.5	290	0.47	0	6.8	0.03	10.19	7.57		38.1	0.18	0.04	1.6	0	0	77.85	0.59	
S1004	S	"Pesto, basil, garlic, nuts, commercial"	0	0	5.38	2.55	9.39	4.56	4.56	5.01	929	929		0	158	9.39	7.79	0.25	0	34	63.5	100	437.05	440.05	1802.81	1814.81	434.16	1814.81	453.82	1896.97	43.72								27.9	7.72			5.63		1.5			34	34	0	0	0.47	0	6	1.41	0	31.9	0	941	2.1	2.8	0.7	1.02	117	229	6.34	25.3	0.2	5.5	454	4.56	0	0	0	10.89	6.06		180.44	0.44	0.25	0	0	5.43	36.5	1.09	
S1005	S	"Kimchi, pickled vegetables, Korean"	0	0	0	0.67	4.26	4.2	4.2	4.3	0	0		0	18	4.26	0	0.23		0	8.8	100	32.6	34.2	137.68	144.08	34.47	144.08	34.69	145.01	0.7								0	0			0		0.8			0	0	0	1.5		1.5	0	0.1	0	15	0	0.05	0.1	1.75	1.65	0.38	10	11	2.38	0	0.07	2	520	0.8	0.4	3.4	0.04	5.06	5		0	0	0.01	21	0	0	91.2	0.2	
S1006	S	"Gravy, mushroom, dry powder"	0	0	0.15	18	59.86	59.83	59.83	65.65	1	1		0	230	59.86	3	0.54	0	14	96.66	100	315.32	324.92	1335.11	1373.51	328.59	1373.51	328.71	1374.02	4								1.31	0.14			2.36		4.8			14	14	0	0	0	0	0	1	0	34	0	400	1.6	5.3	3.7	1.6	203	262	10	0	0.4	5.3	6580	56.57	3.26	3.26	0.2	64.66	64.63		0.17	0.7	0.1	7	0	0.15	3.34	1.54	
S1007	S	"Sauce, fish"	0		0	20.22	7.76	4.4	4.4	4.6		14		0	43	7.76	0	0.05		51	28.93	100	21.44	21.44	91.11	91.11	21.8	91.11	35.47	148.27	0.01								0	0			0.01		0	0	0	51	51	0	0		0.4	31.1	0.78	0	175	0.6	233	1.1	2.9	1.8	0.15	7	288	0.94	4	0.06	9.1	7720	0	3.4	4.4	0.01	7.76	4.4		6.34	0.48	0.4	0	0	0	71.07	0.2	
S1008	S	"Sauce, tomato, ketchup"	0	0	1.58	2.6	27.95	24.4	24.4	24.92	1210	1210		0	14.4	27.95	0	0.09	0	53	33.9	100	107.1	110.3	454.55	467.35	111.81	467.35	126.24	527.7	0.5	0.016	0	0	0	0	0.065	0	0.088	0.097	0.016	0.081	0.174	0	1.6	1.1	0.5	53	53	0	7.2	0.02	7	2.1	0.67	0	17	0	125	0.31	1.14	0.83	0.2	32	330	1.25	0	0.06	0	1080	0.2	10	24.2	0.12	29.55	26	18	202.07	0	0.27	1.66	0	1.58	66.1	0.17	
S1009	S	"Sauce, tomato, Ketchup, Ceres"	0	0	1.58	2.6	26.05	24.3	24.3	25.09	1210	1210		0	26	26.05	0	0.21	0	53	32	100	106.7	109.9	452.85	465.65	111.4	465.65	118.52	495.4	0.5	0.016	0	0	0	0	0.065	0	0.046	0.097	0.016	0.081	0.174	0	1.6	1.1	0.5	53	53	0	5.5	0.02	5	4.3	3.5	0	20	0	168	0.31	1.14	0.83	0.2	31	420	1.25	0	0.06	0	390	1.9	11.9	22.4	0.12	27.65	25.9	18	202.07	0	0.27	1.06	0	1.58	68	0.24	
S1014	S	"Sauce, soy, commercial, composite"	1.1	0	0	15.8	7.67	4	4	4.11	0	0	0	0	29	7.67	0	0	0	43.3	31.23	100	48.16	49.76	203.59	209.99	50.24	209.99	65.15	272.31	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0.8	43.3	43.3	0	0.9	0	1.1	21	1.3	0	52	0	430	0.12	0.3	0.18	0.99	98	340	5.66	0	0.35	2.8	6100	0.1	1.9	3.9	0.07	8.47	4.8	7	0	0	4.3	0	0	0	68.77	0.42	
S1015	S	"Sauce, soy, reduced salt, commercial, composite"	1.4	0	0	11.2	7.21	3.2	3.2	3.38	0	0	0	0	18.7	7.21	0	0	0	43.3	25.09	100	41.53	43.13	175.2	181.6	43.45	181.6	59.74	249.73	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0.8	43.3	43.3	0	0	0	0	1.5	1.33	0	46	0.7	480	0.12	0.3	0.18	0.75	74	950	4.28	0	0.35	2.4	3600	0.3	2.2	2.9	0.07	8.01	4	7	0	0	4.3	0	0	0	74.91	0.42	
S1016	S	"Sauce, chilli, sweet, commercial, composite"	0	30.5	0.48	3.5	46.93	45.5	45.5	46.63	426	441.25	0.01	0	12.1	46.93	0	0.02	0	0	52.4	100	186.58	188.98	792.57	802.17	191.91	802.17	197.73	826.5	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0.9	0.3	0	0	0	12.1	0.01	11.9	4.2	0.25	0	6.7	0	42	0	0.19	0.19	0.08	12.2	56	0.47	0	0.25	0	1370	1	20.5	44.5	0.07	48.13	46.7	0	73.69	0	0.11	0	0	0.49	47.6	0.05	
S1017	S	"Gravy, dry powder mix, assorted flavours, as purchased, composite"	0	0	0.68	10.4	71.69	69.2	40.7	44.52	25.5	25.5	0.03	0	46	71.69	0	0.04	0.01	110	95	100	237.85	242.65	1002.61	1021.81	244.45	1021.81	370.48	1548.6	6.6	0.017	0	0	0	0	0.455	0	2.132	0.471	0.017	0.455	2.905	0.073	2.4	1.1	1.3	110	110	0	0	0.07	0.9	7.9	0.8	0	18.7	1.9	188	0.41	1.54	1.13	0.63	140	560	3.91	0	0.29	0	3300	36.5	1.4	4.2	0.34	74.09	43.1	24	4.26	0	2.07	0	0	0.69	5	0.53	
S1018	S	"Gravy, dry powder mix, assorted flavours, prepared with water, composite"	0	0	0.07	1.03	7.07	4.01	4.01	4.39	2.51	2.51	0	0	6.25	7.07	0	0	0	10.84	9.37	100	23.44	23.91	98.8	100.7	24.09	100.7	36.51	152.62	0.65	0.002	0	0	0	0	0.045	0	0.21	0.046	0.002	0.045	0.286	0.007	0.24	0.11	0.13	10.84	10.84	0	0	0.01	0.09	1	0.08	0	2.3	0.19	18.53	0.04	0.15	0.11	0.06	13.8	57.26	0.39	0	0.03	0	326.09	3.6	0.14	0.41	0.03	7.3	4.25	2.37	0.42	0	0.2	0	0	0.07	90.63	0.05	
S1019	S	"Sauce, simmer, cream & coconut base, as purchased, Korma, composite"	0	0	0.9	1.5	5.51	6.6	6.6	6.89	70	70	0.03	0	29	5.51	3	0.11	0	0	20.9	100	103.88	112.68	431.59	466.79	111.67	466.79	107.22	448.2	7.9	0.212	0	0.001	0	0	1.112	0.001	2.385	1.328	0.212	1.115	4.583	0.017	4.4	4.1	0.3	0	0	0	1.4	0.21	1.2	7.5	0.8	0	20	0	490	0.22	0.27	0.05	0.26	43	165	1.59	0	0.07	0.8	400	1.8	2.2	4.8	0	9.91	11	13	11.69	0	0.22	0	0	0.94	79.1	0.3	
